,index,count,cum_sum,cum_percent,meal_super_category
525,Fleischlos Abend,523,4241896,97.0675588,
526,Fleischgericht Abend,521,4242417,97.07948087,
527,Vollwert  &  Co. Gemüse,519,4242936,97.09135718,
528,xXx Cafeteria SB xXx,516,4243452,97.10316484,
529,Hinweis,515,4243967,97.11494962,
530,Grüne Mensa,515,4244482,97.12673439,
531,Linie 1To-Go,512,4244994,97.13845052,
532,WICHTIG,512,4245506,97.15016665,
533,Essen I Drehkreuz/Ampel,509,4246015,97.16181412,
534,Spaghetteria Spaghetteria,509,4246524,97.1734616,
535,Essen Mittagsmensa Bu,508,4247032,97.18508619,
536, Dessert 3 ,505,4247537,97.19664214,
537,Essen II Drehkreuz/Ampel,504,4248041,97.2081752,
538,Turm vegetarisch Kombi,500,4248541,97.21961673,
539,Abend,498,4249039,97.2310125,
540,Linie 1Gut & Günstig,498,4249537,97.24240826,
541,Baustellenteller,496,4250033,97.25375826,
542,fertig 2,494,4250527,97.26506249,
543,Grillgericht II,490,4251017,97.27627519,
544,Beilagen Mensen,489,4251506,97.287465,
545,[kœri]werk 11-14 Uhr,486,4251992,97.29858617,
546,fertig 1,486,4252478,97.30970734,
547,Last-Minute,481,4252959,97.32071409,
548, Gemüsebeilage 2 ,477,4253436,97.33162931,
549,zzzGemüsebeilagen,476,4253912,97.34252164,
550,Sattmacher,475,4254387,97.3533911,
551,Essen Abendmensa MeCampNo,471,4254858,97.36416902,
552,Geflügel Vegetarisch,469,4255327,97.37490117,
553,Veganes Tagesangebot .,468,4255795,97.38561045,
554,MSC Fisch,465,4256260,97.39625107,
555,Fleisch Und Fisch,465,4256725,97.40689169,
556,Schalter 3: Länder-Mensa,464,4257189,97.41750943,
557,Topf Und Pfanne,464,4257653,97.42812717,
558,Pasta II,459,4258112,97.43863049,
559,Essen III,456,4258568,97.44906517,
560,Komponente 1  ,455,4259023,97.45947696,
561,Tagesmenü vegan,455,4259478,97.46988875,
562,Menüvorschlag vegetarisch,451,4259929,97.48020901,
563,Pasta-Theke,451,4260380,97.49052927,
564,Turm Leichte Küche,439,4260819,97.50057494,
565,Wokgericht,438,4261257,97.51059772,
566,Stärkebeilage 3,433,4261690,97.52050608,
567,Kochtöpfe der Welt,431,4262121,97.53036868,
568,Menu 1,430,4262551,97.5402084,
569,Komponente 3,426,4262977,97.54995658,
570,Tellergericht Everyday,424,4263401,97.559659,
571,Schneller Teller 1,423,4263824,97.56933853,
572,Foodhopper Standort Kaiser-Friedrich-Str. 142,423,4264247,97.57901807,
573,Turm Vegan,419,4264666,97.58860607,
574,Dessert 3,419,4265085,97.59819407,
575,Theke 2 - Gericht mit Fleisch oder Fisch,418,4265503,97.60775919,
576,Cafeteria HeiĂe Theke,417,4265920,97.61730142,
577, Schneller Teller ,409,4266329,97.6266606,
578,Beilagentheke,408,4266737,97.63599688,
579,Fertig 2,407,4267144,97.64531029,
580,Fertig 1,407,4267551,97.65462369,
581,Cafeteria11-14 Uhr,404,4267955,97.66386845,
582,Themenpark,403,4268358,97.67309032,
583,Linie 6,403,4268761,97.6823122,
584,nudelBAR,399,4269160,97.69144254,
585,Komponentenessen,396,4269556,97.70050423,
586,MEISTERWERK | MG Süd Restaurant,392,4269948,97.70947439,
587,Theke links -  (Vegetarisches Gericht),390,4270338,97.71839878,
588,Linie 2To-Go,390,4270728,97.72732317,
589,Theke links und rechts -  (Gericht mit Fleisch oder Fisch),390,4271118,97.73624757,
590,Theke rechts -  (Eintopf/Süßspeise),390,4271508,97.74517196,
591,Tagesessen (vegetarisch),388,4271896,97.75405059,
592,Pfanne,386,4272282,97.76288345,
593,Abend Ausgabe B2,385,4272667,97.77169343,
594, Hauptgericht KM 3 (Aktion) ,385,4273052,97.7805034,
595,Aktionsessen 9,381,4273433,97.78922185,
596,Pasta & Co.,381,4273814,97.7979403,
597,Cafeteria Mittagessen,379,4274193,97.80661298,
598,Low Carb Teller,379,4274572,97.81528565,
599,Essen 01,376,4274948,97.82388969,
600,An der Pizzatheke,374,4275322,97.83244795,
601,MG Nord 11.30 - 14.15 Uhr,371,4275693,97.84093756,
602,"Veganes Wochenangebot,pro 100gSelbstbedienung",369,4276062,97.84938141,
603,Cafeteria11-14 UhrTo-Go,366,4276428,97.85775661,
604,Komponente 1,366,4276794,97.86613181,
605,Schneller Teller 2,365,4277159,97.87448413,
606,Abendessen vegetarisch,364,4277523,97.88281356,
607,Abendkarte (ab 16:00),364,4277887,97.891143,
608,Heiße Theke - Pastabar,363,4278250,97.89944955,
609,Mediterran I,360,4278610,97.90768745,
610,[KĹri]werk,360,4278970,97.91592535,
611,Bayerisch-Schwäbisch I,359,4279329,97.92414037,
612,MG Nord 11:30 - 14:30 Uhr,358,4279687,97.9323325,
613,Essen 13,358,4280045,97.94052464,
614,Dessert's,357,4280402,97.94869389,
615,ab 14:00 Uhr,355,4280757,97.95681738,
616,Cafeteria süß,355,4281112,97.96494086,
617,Fit & Vital Komplettangebot,353,4281465,97.97301858,
618,Pizza III,351,4281816,97.98105054,
619,GRILL,350,4282166,97.98905961,
620,Pasta III,350,4282516,97.99706868,
621,Salat & Dessert I,350,4282866,98.00507775,
622, Hauptgericht KM 2 ,347,4283213,98.01301817,
623,Empore Fleisch,346,4283559,98.02093571,
624,Tagesaktion ..,346,4283905,98.02885325,
625,Tellergericht  ,344,4284249,98.03672502,
626,Grillwurst,344,4284593,98.04459679,
627,Extra an Essen II,343,4284936,98.05244568,
628,QUERBEET | MG Nord 11.30 - 14.15 Uhr,340,4285276,98.06022592,
629,MEISTERWERK,335,4285611,98.06789175,
630,Meal 1,334,4285945,98.07553469,
631,Meal 2,334,4286279,98.08317763,
632,Nachschub-Essen,334,4286613,98.09082058,
633,Vegetarian counter,333,4286946,98.09844063,
634,"Pan, Wok & Co.",327,4287273,98.10592339,
635,Linie 1 Gut & Günstig,324,4287597,98.11333751,
636,Mittagsangebot Cafeteria,324,4287921,98.12075162,
637,Ausgabe rechts,323,4288244,98.12814285,
638,Ausgabe links,322,4288566,98.13551119,
639,Süß & Salzig,322,4288888,98.14287954,
640,Menü Vegetarisch,321,4289209,98.150225,
641,Cafeteria 11-14 Uhr,321,4289530,98.15757046,
642,"Tagessuppe 1,00 Euro",319,4289849,98.16487016,
643,Ausgabe Mitte,319,4290168,98.17216985,
644,Mittag Ausgabe D2,318,4290486,98.17944666,
645,Vegan 1,318,4290804,98.18672348,
646,Gericht 2,317,4291121,98.19397741,
647,Saucen,316,4291437,98.20120845,
648,Gericht 1,316,4291753,98.2084395,
649,Vegetarisch Fisch MSC Fisch,315,4292068,98.21564766,
650,EG Süd - 11:30 - 14:30 Uhr Ampelcounter,314,4292382,98.22283295,
651,Schnitzel-/Burgerbar,313,4292695,98.22999534,
652,Mensa kulinarisch,312,4293007,98.23713486,
653,Imbiss 1,311,4293318,98.24425149,
654,Warme Theke,311,4293629,98.25136812,
655,Salat-buffet,309,4293938,98.25843899,
656,Gut & GĂźnstig,309,4294247,98.26550985,
657,"Weekly vegan dish, per 100g",309,4294556,98.27258072,
658,zZz Hinweis zZz,309,4294865,98.27965158,
659,Fleisch/Fisch,307,4295172,98.28667668,
660,Toppings,306,4295478,98.2936789,
661,Pizza 1,303,4295781,98.30061247,
662,Currywurst,303,4296084,98.30754603,
663,Pizza 2,302,4296386,98.31445672,
664,D+E,300,4296686,98.32132163,
665,Wochenangebot,300,4296986,98.32818655,
666,Front-Cooking,299,4297285,98.33502859,
667,Ökogemüse,299,4297584,98.34187062,
668,Mittagsgericht Cafeteria Klinikum (zzgl. 5€ ReBowl-Pfand),298,4297882,98.34868977,
669,Pasta 1,298,4298180,98.35550892,
670,Pizza 3,297,4298477,98.36230519,
671,Pasta 2,297,4298774,98.36910146,
672,Side dishes,297,4299071,98.37589773,
673,"Pasta, soups & co.",296,4299367,98.38267112,
674,Casseroles & Gratins,296,4299663,98.3894445,
675,Schnitzel-/ Burgerbar,292,4299955,98.39612636,
676,Abend Ausgabe D,292,4300247,98.40280821,
677,Bistro Aktionsgericht,290,4300537,98.4094443,
678,Aktionsteller Fisch,290,4300827,98.41608038,
679,Imbiss 7,286,4301113,98.42262494,
680,VEGETARISCH,286,4301399,98.42916949,
681,Snackangebote / Theke 5,285,4301684,98.43569117,
682,Suppe / Eintopf,284,4301968,98.44218995,
683,EXTRA,283,4302251,98.44866586,
684,Suppenangebot vegetarisch,283,4302534,98.45514177,
685,Beilagen SB,282,4302816,98.46159479,
686,Fast Lane,282,4303098,98.46804781,
687,Aktionsteller Vegan,281,4303379,98.47447795,
688,ESSEN 1,281,4303660,98.48090809,
689,WOK Gericht,281,4303941,98.48733823,
690,ESSEN 2,281,4304222,98.49376837,
691,TÄGLICH,281,4304503,98.50019851,
692,Imbiss 2,280,4304783,98.50660577,
693,Beilagen & Co.,280,4305063,98.51301302,
694,Veganes Angebot,279,4305342,98.5193974,
695, EXPRESS MENÜ ,279,4305621,98.52578177,
696,Fraunhofer-Campus,277,4305898,98.53212038,
697,Komponente 2  ,277,4306175,98.53845899,
698,Tipp des Tages,276,4306451,98.54477471,
699,Bioangebot,276,4306727,98.55109043,
700,Grillstation.,275,4307002,98.55738328,
701,Doppelausgabe-1,274,4307276,98.56365323,
702,Salat- und Pastabuffet,273,4307549,98.56990031,
703,Restaurant MG Süd 11.30 - 14.15 Uhr: Frisch aus dem Wok,273,4307822,98.57614739,
704,Wok und Grill,272,4308094,98.58237158,
705,Grill III,270,4308364,98.58855,
706,Pasta pro Portion oder nach Gewicht (pro 100g),270,4308634,98.59472843,
707,Burger Station,270,4308904,98.60090686,
708,Schalter 2: Mensa Spezial,270,4309174,98.60708528,
709,Eintopf 1,269,4309443,98.61324082,
710,Kreuz & Quer,267,4309710,98.6193506,
711,?,266,4309976,98.6254375,
712,Portion Pommes,265,4310241,98.63150151,
713,zZz Dinner⁵⁵ zZz,264,4310505,98.63754263,
714,Grillstation..,256,4310761,98.6434007,
715,Wohnheim Kaiser-Friedrich-Str.142,255,4311016,98.64923588,
716,Ofen,253,4311269,98.65502529,
717,Dessertbeilage,253,4311522,98.66081471,
718,Abend Ausgabe C,250,4311772,98.66653547,
719,Suppenangebot Suppenküche,250,4312022,98.67225624,
720,Aktionsmenü,249,4312271,98.67795412,
721,x Abendessen x,248,4312519,98.68362912,
722,Vegane Linie,246,4312765,98.68925835,
723,Pizza Point,244,4313009,98.69484182,
724,Hipp & Tipp,244,4313253,98.70042528,
725,Pizza Steinofen,243,4313496,98.70598587,
726,Asia-Theke,242,4313738,98.71152357,
727,Allerleitheke,240,4313978,98.7170155,
728,Pizza Steinofen Margherita,240,4314218,98.72250743,
729,Vegetarisch oder Vegan  ,239,4314457,98.72797649,
730,HEIMSPIEL | MG Nord ab 14:30 Uhr,236,4314693,98.73337689,
731,Beliebt & Gern Gegessen,236,4314929,98.73877729,
732,Wochenhit/Pastateller,235,4315164,98.74415481,
733,Pastabuffet,235,4315399,98.74953233,
734,Fish MSC,232,4315631,98.7548412,
735,Beilagen (3 je Menü),231,4315862,98.76012718,
736,Imbiss,231,4316093,98.76541317,
737,Express,231,4316324,98.77069916,
738,Burgergericht,230,4316554,98.77596226,
739,Restaurant MG Süd 11.30 - 14.15 Uhr: Vom Grill,226,4316780,98.78113383,
740,Wok/Grill,225,4317005,98.78628252,
741,QUERBEET | MG Nord 11.30 - 14.30 Uhr,224,4317229,98.79140833,
742,Beilagen Gemüse/Sättigung,224,4317453,98.79653413,
743,"Grill Beilagen 2,50",223,4317676,98.80163705,
744,Tagesmenü 2,223,4317899,98.80673998,
745,Mediterran II,222,4318121,98.81182002,
746,Veggie-Grillwurst,220,4318341,98.81685429,
747,Bayerisch-Schwäbisch II,219,4318560,98.82186568,
748,Nudelbüffet,217,4318777,98.8268313,
749,Fraunhofer Campus,217,4318994,98.83179693,
750,Nudeltheke (Preis pro 100g) Bitte extra Pasta-Teller verwenden,216,4319210,98.83673967,
751,xxX Cafeteria Snack Xxx,215,4319425,98.84165953,
752,Ökodessert,215,4319640,98.84657938,
753,Asia I,215,4319855,98.85149924,
754, Bediensteten-Menü ,214,4320069,98.85639622,
755,Speisenangebot 1,214,4320283,98.86129319,
756,"HEIMSPIEL | EG Nord, 11.30 - 14.30 Uhr",213,4320496,98.86616728,
757,"Asia Beilagen 0,75",212,4320708,98.87101849,
758,"Mediterran Beilagen 0,65",211,4320919,98.87584682,
759,Wochenhit,211,4321130,98.88067514,
760,Pasta am Grill,210,4321340,98.88548058,
761,Auswahlgericht,210,4321550,98.89028603,
762,Grill I,210,4321760,98.89509147,
763,Tagessuppe 1 ,210,4321970,98.89989691,
764,Wahlessen nur To Go,209,4322179,98.90467947,
765,Speisenangebot 2,209,4322388,98.90946203,
766,Schalter 4: Grüne Mensa,209,4322597,98.91424459,
767,RoKo-Menü,208,4322805,98.91900427,
768,Wahlbuffet,208,4323013,98.92376394,
769,Pasta Ii,207,4323220,98.92850074,
770,Aktion 1,207,4323427,98.93323753,
771,Pizza Iii,206,4323633,98.93795144,
772,Pizza Ii,206,4323839,98.94266535,
773, Dessertbeilage CL ,206,4324045,98.94737926,
774, Gemüsebeilage CL ,205,4324250,98.95207029,
775,Essen W,204,4324454,98.95673843,
776,Tagessuppe 2,202,4324656,98.96136081,
777,Cafeteria Süß,201,4324857,98.9659603,
778,Aus Topf und Pfanne,201,4325058,98.9705598,
779,Belegte Brötchen,201,4325259,98.97515929,
780,Salat Special,200,4325459,98.97973591,
781,Heiße Theke - Suppe,198,4325657,98.98426675,
782,Wahlbuffet (3),198,4325855,98.9887976,
783,Gut & GĂźnstig 1,196,4326051,98.99328268,
784,Pizza (1),196,4326247,98.99776776,
785,Foodhopper,196,4326443,99.00225284,
786, Stärkebeilage CL ,196,4326639,99.00673792,
787,Aktionsessen 1,196,4326835,99.011223,
788,Wahlbuffet Wok (vegan),195,4327030,99.01568519,
789,Tagesaktion 3,195,4327225,99.02014739,
790,Grillstation 1,195,4327420,99.02460959,
791,"Hausgemachte Pasta, heute",194,4327614,99.0290489,
792,Rind Vegetarisch,194,4327808,99.03348821,
793,Wok & Grill 1,193,4328001,99.03790464,
794,Steaks am Grill,192,4328193,99.04229819,
795,Bratwurst,192,4328385,99.04669174,
796,Wok & Grill 2,190,4328575,99.05103952,
797,Bio-Menü Alle Menükomponenten auch einzeln erhältlich,190,4328765,99.0553873,
798,Highlight,188,4328953,99.05968932,
799,Foodhopper Stahnsdorfer Straße 140-156,185,4329138,99.06392268,
800,Wurstbeilage,183,4329321,99.06811028,
801,Mensa Asia,182,4329503,99.072275,
802,Pasta Buffet  pro 100g,182,4329685,99.07643972,
803,Salatteller,182,4329867,99.08060443,
804,Aktion der Woche,179,4330046,99.0847005,
805,Gut & GÃ¼nstig,179,4330225,99.08879657,
806,Aktionsschalter Garching,177,4330402,99.09284687,
807,Ofenfrisch mit Foto 1,175,4330577,99.09685141,
808,Tellergericht vegan,175,4330752,99.10085594,
809,Tagesaktion.,174,4330926,99.10483759,
810,Vegetarisch MSC Fisch,173,4331099,99.10879636,
811,"Asia Beilagen 0,65",173,4331272,99.11275513,
812,Komponente 4,173,4331445,99.1167139,
813,Wild,172,4331617,99.12064979,
814,Hamburger,171,4331788,99.12456279,
815,Restaurant MG Süd 11.30-14.15 Uhr: Pizza,171,4331959,99.12847579,
816,Falafel-Teller,171,4332130,99.1323888,
817,Info 2,171,4332301,99.1363018,
818,Pastaria/WOK,170,4332471,99.14019192,
819,Linie 1BOOK A MENSA,170,4332641,99.14408204,
820,Linie 2 Vegane Linie,170,4332811,99.14797216,
821,"Dessert 1,10",170,4332981,99.15186228,
822,Theke 2 - Klassiker,167,4333148,99.15568375,
823,Cafeteria HeiÃŸe Theke,166,4333314,99.15948234,
824,mensaVital vegan,165,4333479,99.16325804,
825,Grillstation 2,165,4333644,99.16703375,
826,Speisenangebot 3,165,4333809,99.17080945,
827,[KÅ“ri]werk,163,4333972,99.17453939,
828,Suppentopf,163,4334135,99.17826933,
829,Dessert vegan,162,4334297,99.18197639,
830,Tierisch,162,4334459,99.18568344,
831,Abendbrot,161,4334620,99.18936762,
832,Hauptgericht 1,160,4334780,99.1930289,
833,Bio-Gericht,160,4334940,99.19669019,
834,Auswahlgericht veget.,159,4335099,99.2003286,
835,Mensa klassisch,159,4335258,99.20396701,
836,"Grill Beilagen 0,75",158,4335416,99.20758253,
837,Menüvorschlag vegetarisch /  Theke 1 + 6,157,4335573,99.21117517,
838,[pizza]werk Salate / Vorspeisen,156,4335729,99.21474493,
839,Tagesgericht Lahnberge,156,4335885,99.21831469,
840,"Bio Dessert 1,20",156,4336041,99.22188444,
841,Biogericht 4,156,4336197,99.2254542,
842,Ofenfrisch mit Foto 2,153,4336350,99.22895531,
843,Pasta (1),153,4336503,99.23245642,
844,Heute am Aktionsstand (WOK) 1,152,4336655,99.23593464,
845,xPastateller,151,4336806,99.23938998,
846, Hauptgericht HK 1 ,151,4336957,99.24284533,
847,Tagesangebot 5,151,4337108,99.24630067,
848,Schöpfgericht,151,4337259,99.24975601,
849,Menükomponente,151,4337410,99.25321135,
850,...Frühstück⁵⁵...,149,4337559,99.25662093,
851,Buffet 3 (Preis pro 100g),149,4337708,99.2600305,
852,Tagesaktion 6,148,4337856,99.2634172,
853,Beilagen Standard A,148,4338004,99.26680389,
854,Schwein Vegetarisch,147,4338151,99.2701677,
855,Pizza vegan,147,4338298,99.27353151,
856, Hauptgerichte ,147,4338445,99.27689532,
857,Angebot des Tages 1,146,4338591,99.28023624,
858,Tagesangebot Cafeteria,145,4338736,99.28355429,
859,Dessert SB,145,4338881,99.28687233,
860,Nudelbuffet,145,4339026,99.29019038,
861,Biogericht 6,144,4339170,99.29348554,
862,Pasta (2),142,4339312,99.29673493,
863,Tagesgericht 2 (Vegetarisch/Vegan),141,4339453,99.29996144,
864,Nudeltheke nach Gewicht (Preis pro 100g) Bitte extra Pasta-Teller verwenden,141,4339594,99.30318795,
865,Pastatheke..,141,4339735,99.30641446,
866,Angebot zum Oktoberfest,140,4339875,99.30961809,
867,Hauptgericht 2,140,4340015,99.31282172,
868,Veggie Spezial,140,4340155,99.31602535,
869,Live Cooking,139,4340294,99.3192061,
870,Pastatheke.,138,4340432,99.32236396,
871,Angebot d. Tages veget.,138,4340570,99.32552182,
872,Burger am Grill,137,4340707,99.3286568,
873,Heiße Theke - Eintopf,137,4340844,99.33179178,
874,"Hausgemachte frische Pasta, heute",137,4340981,99.33492676,
875,Pizza (2),136,4341117,99.33803885,
876,An der Desserttheke,136,4341253,99.34115095,
877,veganes Angebot,135,4341388,99.34424016,
878,Wahlbuffet Tagestipp,134,4341522,99.34730649,
879,Salatbuffet  /  Theke 3,131,4341653,99.35030417,
880,Empore Veggie,131,4341784,99.35330185,
881,Tagesangebot 4,131,4341915,99.35629953,
882,Gemüsebüffet,131,4342046,99.35929722,
883,Essen Mensa feelgood,131,4342177,99.3622949,
884,Heute am Aktionsstand (WOK),130,4342307,99.36526969,
885,Vegetarisches Menü nur To Go,128,4342435,99.36819873,
886,Doppelausgabe-2,127,4342562,99.37110487,
887,Tagesgericht .,127,4342689,99.37401102,
888,Speisenangebot.,127,4342816,99.37691717,
889,Gut & GÃ¼nstig 1,126,4342942,99.37980044,
890,Veganes Angebot - vegane Küche,126,4343068,99.3826837,
891,Grillstation...,125,4343193,99.38554408,
892,"Mediterran Beilagen 0,90",125,4343318,99.38840447,
893,Biogericht 1,124,4343442,99.39124197,
894,Aktionsessen 10,124,4343566,99.39407947,
895,Abend Ausgabe B,124,4343690,99.39691697,
896,Einfachausgabe,124,4343814,99.39975446,
897,Komplettmenü nur To Go,124,4343938,99.40259196,
898,Pfannengericht,122,4344060,99.4053837,
899,Vegetarische Bratwurst,122,4344182,99.40817543,
900,Abendangebot Ausgabe rechts,121,4344303,99.41094428,
901,Abendangebot Ausgabe Mitte,121,4344424,99.41371313,
902,Schneller Teller 1 - Menü,120,4344544,99.4164591,
903,Hauptgericht 4,120,4344664,99.41920507,
904,Schneller Teller 2 - Menü,119,4344783,99.42192815,
905,Burger,118,4344901,99.42462835,
906,Tagesaktion ...,117,4345018,99.42730567,
907,Biogericht 5,116,4345134,99.4299601,
908,Essen 14,115,4345249,99.43259166,
909,Menü vegan,114,4345363,99.43520032,
910,Streetfood,114,4345477,99.43780899,
911,QUERBEET | EG Süd - 11:30 - 14:30 Uhr Ampelcounter,114,4345591,99.44041766,
912,fertig 3,114,4345705,99.44302633,
913,Weihnachtsaktion,114,4345819,99.445635,
914,Pizza (3),114,4345933,99.44824367,
915,Sommersalate,113,4346046,99.45082945,
916,"Grill Beilagen 0,65",113,4346159,99.45341524,
917,Schalter 1: Mensa Spezial,113,4346272,99.45600103,
918,Querbeet Vegan St,113,4346385,99.45858681,
919,Linie 5 To-Go,112,4346497,99.46114971,
920,Grill Wok,111,4346608,99.46368973,
921,Pizza Pasta,111,4346719,99.46622975,
922,Snackangebote  /  Theke 5,111,4346830,99.46876977,
923,Wahlbuffet Tagesgemüse vegan,110,4346940,99.47128691,
924,Tagesgericht ..,109,4347049,99.47378116,
925,Vegetarisch Fisch,109,4347158,99.47627542,
926,Linie 2BOOK A MENSA,108,4347266,99.47874679,
927,Sprinter,107,4347373,99.48119527,
928,BIO Pasta Bistro 36,106,4347479,99.48362088,
929,Mittagessen 1,106,4347585,99.48604648,
930,Pommes (Beilage),104,4347689,99.48842632,
931,Cafeteria Angebot,104,4347793,99.49080616,
932,Vegetarische Menükomponente,102,4347895,99.49314023,
933,Döner,102,4347997,99.4954743,
934,Westend ist geöffnet,99,4348096,99.49773973,
935,Vegan/Vegetarisches Menü,99,4348195,99.50000515,
936,Grilltheke,99,4348294,99.50227057,
937,Vegetarisch 1,97,4348391,99.50449023,
938,StuBistro Gericht 1,95,4348486,99.50666412,
939,Biogericht 3,95,4348581,99.50883801,
940,Pizzatag,94,4348675,99.51098902,
941,Tagesgericht ....,94,4348769,99.51314002,
942,Tagesgericht ...,94,4348863,99.51529103,
943,Steak am Grill,93,4348956,99.51741916,
944,Oktoberfest-Beilagen,93,4349049,99.51954728,
945,Turm 2b Kombi,93,4349142,99.52167541,
946,Ausgabe 1 Mensaessen To-Go an Ausgabe 1 Fleischlose Alternative,93,4349235,99.52380353,
947,Dessert Mensen Preis 1,93,4349328,99.52593166,
948,Ausgabe 1 Mensaessen To-Go an Ausgabe 1,93,4349421,99.52805978,
949,Tagessuppe campus vita,92,4349513,99.53016502,
950,Angebot 6,91,4349604,99.53224738,
951,vegetarisch,91,4349695,99.53432974,
952,Auswahlgericht vegan,90,4349785,99.53638921,
953,Aktionsbeilage Gemüse 3,89,4349874,99.53842581,
954,Mensa klassisch / Theke 1 + 6,89,4349963,99.5404624,
955,Mensa vegetarisch,89,4350052,99.54249899,
956,Vegetarische Kost  ,89,4350141,99.54453558,
957,"Beilagen, Salate, Dessert",88,4350229,99.54654929,
958,Mensa Salat,88,4350317,99.548563,
959,Mensa Buffet,87,4350404,99.55055383,
960,Beilagen Standard B,87,4350491,99.55254465,
961,Wok- Woche,87,4350578,99.55453548,
962,Ökoessen V,85,4350663,99.55648054,
963,Essen 02,85,4350748,99.5584256,
964,Abend Ausgabe A,84,4350832,99.56034778,
965,Beilagen Gem./Sätt./Salat,83,4350915,99.56224707,
966,"Grill Beilagen 0,8",82,4350997,99.56412348,
967,Schnelle Theke,82,4351079,99.56599989,
968,Tellergericht 4 b,82,4351161,99.5678763,
969,Wok mit,81,4351242,99.56972983,
970,Wok ohne,81,4351323,99.57158336,
971,Brat mit,81,4351404,99.57343689,
972,A+B+E,80,4351484,99.57526753,
973,Heute am Aktionsstand (WOK) 2,80,4351564,99.57709818,
974,Pizza & Pasta - Theke,79,4351643,99.57890594,
975,Brat ohne,79,4351722,99.5807137,
976,WORLDWIDE | EG Süd - 11:30 - 14:30 Uhr Ampelcounter,78,4351800,99.58249858,
977,zZz Game Night zZz,78,4351878,99.58428346,
978,StuBistro Gericht 2,77,4351955,99.58604545,
979,Linie 2vegane Linie,77,4352032,99.58780745,
980,Aktion Mensa,77,4352109,99.58956944,
981, Hauptgericht HK 3 (Aktion) ,76,4352185,99.59130856,
982,Antipasti,76,4352261,99.59304767,
983,Vegetarische Kost,76,4352337,99.59478678,
984,QUERBEET | MG Nord ab 14:30 Uhr,76,4352413,99.59652589,
985,Mensa Aktion,76,4352489,99.59826501,
986,Falafel Teller,76,4352565,99.60000412,
987,Tellergericht III,75,4352640,99.60172035,
988,Extra,75,4352715,99.60343658,
989,Komponente 3  ,75,4352790,99.60515281,
990,Fisch-Aktion,74,4352864,99.60684615,
991,Mensa Salat / Theke 3,74,4352938,99.6085395,
992,STUDY&FIT,74,4353012,99.61023285,
993,Geflügel Vegan,74,4353086,99.61192619,
994,Mittagessen 2,73,4353159,99.61359666,
995,Fit &amp; Vital,72,4353231,99.61524424,
996,Mensa vegan,72,4353303,99.61689182,
997,Extratheke,71,4353374,99.61851651,
998,Auszeit Fleisch,71,4353445,99.62014121,
999,Abendmensa 1,71,4353516,99.62176591,
1000,Mediterran,71,4353587,99.62339061,
1001,Gut & GĂźnstig 2,70,4353657,99.62499242,
1002,Grillstation....,70,4353727,99.62659423,
1003,Angebot 7,69,4353796,99.62817317,
1004,Angebot 9,69,4353865,99.6297521,
1005,Vegetarisch oder vegan,69,4353934,99.63133103,
1006,Angebot 11,69,4354003,99.63290996,
1007,Angebot 10,69,4354072,99.63448889,
1008,Angebot 8,69,4354141,99.63606782,
1009,Angebot 12,69,4354210,99.63764675,
1010,Angebot 13,69,4354279,99.63922568,
1011,Spargelaktion,68,4354347,99.64078173,
1012,Abend - Burger-Dinner,67,4354414,99.6423149,
1013,Burger Auszeit,67,4354481,99.64384806,
1014,Oktoberfest-Angebot,66,4354547,99.64535834,
1015,Nordmensa-Fit Kombi,66,4354613,99.64686862,
1016,zzz Pasta-Teller NEU,66,4354679,99.64837891,
1017,Buffet vegetarisch/vegan je 100g,65,4354744,99.64986631,
1018,Auszeit vegan,65,4354809,99.6513537,
1019,Komponente 5,65,4354874,99.6528411,
1020,Fisch am Grill,65,4354939,99.6543285,
1021,Kartoffeltheke,65,4355004,99.6558159,
1022,Aktuelles,65,4355069,99.6573033,
1023,Abend - Get your Bowl,64,4355133,99.65876782,
1024,Restaurant MG Süd 11.30 - 14.15 Uhr: Teppanyaki Grill,64,4355197,99.66023233,
1025,Linie 2Vegane Linie,64,4355261,99.66169685,
1026,Beilagen 1,64,4355325,99.66316136,
1027,xEssen 2,64,4355389,99.66462588,
1028,Vitalmenü,64,4355453,99.66609039,
1029,Vegan 10,63,4355516,99.66753203,
1030,Ausgabe,63,4355579,99.66897366,
1031,Angebot des Tages 2,63,4355642,99.67041529,
1032,Salat- und Pastabar,62,4355704,99.67183404,
1033,"HEIMSPIEL | EG Nord, 11.30 - 14.15 Uhr",62,4355766,99.67325279,
1034,SpĂ¤tausgabe und Abendessen,61,4355827,99.67464866,
1035,Fisch oder Fleisch,60,4355887,99.67602164,
1036,kombinierBar (täglich wechselnd),60,4355947,99.67739463,
1037,xxx Foodautomat xxx,60,4356007,99.67876761,
1038,Heute am Aktionsstand (WOK) .,60,4356067,99.68014059,
1039,Salatbuffet / Salatteller,59,4356126,99.68149069,
1040,WORLDWIDE | MG Nord ab 14:30 Uhr,59,4356185,99.68284079,
1041,Angebot 14,59,4356244,99.6841909,
1042,Wok & Grill 3,59,4356303,99.685541,
1043,SB-Theke,58,4356361,99.68686821,
1044,Abend - Schnitzel satt,58,4356419,99.68819543,
1045,Suppe & Co ,58,4356477,99.68952265,
1046,Aktionsangebot,57,4356534,99.69082698,
1047,Mensa vegetarisch / Theke 1 + 6,56,4356590,99.69210843,
1048,Abendmensa 5,56,4356646,99.69338989,
1049,Hauptkomponente 1,56,4356702,99.69467134,
